date,geoRegion,location,entries,type_variant,pop,sumTotal,prctPopSumTotal,freq,prct,prctSumTotal,per100Persons,per100PersonsTotal,type,version,granularity
202120,BL,pharmacy,0,location,289468,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202121,BL,pharmacy,0,location,289468,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202052,BL,hospital,0,location,289468,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202053,BL,hospital,0,location,289468,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202101,BL,hospital,0,location,289468,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202102,BL,hospital,0,location,289468,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202103,BL,hospital,66,location,289468,66,NA,0.019,1.9,0.8,0.02,0.02,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202104,BL,hospital,0,location,289468,66,NA,0,0,0.6,0,0.02,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202105,BL,hospital,53,location,289468,119,NA,0.014,1.4000000000000001,0.8,0.02,0.04,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202106,BL,hospital,426,location,289468,545,NA,0.095,9.5,2.8000000000000003,0.15,0.19,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202107,BL,hospital,94,location,289468,639,NA,0.019,1.9,2.6,0.03,0.22,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202108,BL,hospital,21,location,289468,660,NA,0.004,0.4,2.1999999999999997,0.01,0.23,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202109,BL,hospital,31,location,289468,691,NA,0.007,0.7000000000000001,2,0.01,0.24,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202110,BL,hospital,0,location,289468,691,NA,0,0,1.7999999999999998,0,0.24,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202111,BL,hospital,318,location,289468,1009,NA,0.043,4.3,2.1999999999999997,0.11,0.35,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202112,BL,hospital,229,location,289468,1238,NA,0.025,2.5,2.3,0.08,0.43,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202113,BL,hospital,86,location,289468,1324,NA,0.014,1.4000000000000001,2.1999999999999997,0.03,0.46,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202114,BL,hospital,0,location,289468,1324,NA,0,0,2,0,0.46,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202115,BL,hospital,263,location,289468,1587,NA,0.016,1.6,1.9,0.09,0.55,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202116,BL,hospital,254,location,289468,1841,NA,0.013,1.3,1.7999999999999998,0.09,0.64,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202117,BL,hospital,55,location,289468,1896,NA,0.005,0.5,1.6,0.02,0.65,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202118,BL,hospital,44,location,289468,1940,NA,0.004,0.4,1.5,0.02,0.67,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202119,BL,hospital,0,location,289468,1940,NA,0,0,1.4000000000000001,0,0.67,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202120,BL,hospital,342,location,289468,2282,NA,0.014,1.4000000000000001,1.4000000000000001,0.12,0.79,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202121,BL,hospital,141,location,289468,2423,NA,0.008,0.8,1.3,0.05,0.84,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202052,BL,other,0,location,289468,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202053,BL,other,2,location,289468,2,NA,0.008,0.8,0.8,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202101,BL,other,1,location,289468,3,NA,0.001,0.1,0.2,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202102,BL,other,6,location,289468,9,NA,0.002,0.2,0.2,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202103,BL,other,4,location,289468,13,NA,0.001,0.1,0.2,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202104,BL,other,6,location,289468,19,NA,0.002,0.2,0.2,0,0.01,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202105,BL,other,11,location,289468,30,NA,0.003,0.3,0.2,0,0.01,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202106,BL,other,3,location,289468,33,NA,0.001,0.1,0.2,0,0.01,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202107,BL,other,1,location,289468,34,NA,0,0,0.1,0,0.01,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202108,BL,other,7,location,289468,41,NA,0.001,0.1,0.1,0,0.01,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202109,BL,other,18,location,289468,59,NA,0.004,0.4,0.2,0.01,0.02,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202110,BL,other,0,location,289468,59,NA,0,0,0.2,0,0.02,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202111,BL,other,0,location,289468,59,NA,0,0,0.1,0,0.02,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202112,BL,other,0,location,289468,59,NA,0,0,0.1,0,0.02,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202113,BL,other,0,location,289468,59,NA,0,0,0.1,0,0.02,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202114,BL,other,0,location,289468,59,NA,0,0,0.1,0,0.02,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202115,BL,other,0,location,289468,59,NA,0,0,0.1,0,0.02,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202116,BL,other,0,location,289468,59,NA,0,0,0.1,0,0.02,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202117,BL,other,0,location,289468,59,NA,0,0,0.1,0,0.02,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202118,BL,other,0,location,289468,59,NA,0,0,0,0,0.02,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202119,BL,other,0,location,289468,59,NA,0,0,0,0,0.02,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202120,BL,other,0,location,289468,59,NA,0,0,0,0,0.02,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202121,BL,other,0,location,289468,59,NA,0,0,0,0,0.02,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202052,BS,vaccination_centre,0,location,195844,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202053,BS,vaccination_centre,2185,location,195844,2185,NA,1,100,100,1.12,1.12,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202101,BS,vaccination_centre,1651,location,195844,3836,NA,1,100,100,0.84,1.96,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202102,BS,vaccination_centre,3328,location,195844,7164,NA,1,100,100,1.7,3.66,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202103,BS,vaccination_centre,3817,location,195844,10981,NA,0.938,93.8,97.8,1.95,5.61,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202104,BS,vaccination_centre,2501,location,195844,13482,NA,0.93,93,96.8,1.28,6.88,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202105,BS,vaccination_centre,792,location,195844,14274,NA,0.988,98.8,96.89999999999999,0.4,7.29,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202106,BS,vaccination_centre,4200,location,195844,18474,NA,0.995,99.5,97.5,2.14,9.43,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202107,BS,vaccination_centre,1609,location,195844,20083,NA,0.898,89.8,96.8,0.82,10.25,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202108,BS,vaccination_centre,2093,location,195844,22176,NA,0.9,90,96.1,1.07,11.32,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202109,BS,vaccination_centre,2771,location,195844,24947,NA,0.942,94.19999999999999,95.89999999999999,1.41,12.74,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202110,BS,vaccination_centre,2083,location,195844,27030,NA,0.989,98.9,96.2,1.06,13.8,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202111,BS,vaccination_centre,696,location,195844,27726,NA,0.969,96.89999999999999,96.2,0.36,14.16,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202112,BS,vaccination_centre,3142,location,195844,30868,NA,0.763,76.3,93.7,1.6,15.76,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202113,BS,vaccination_centre,3976,location,195844,34844,NA,0.857,85.7,92.7,2.03,17.79,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202114,BS,vaccination_centre,1943,location,195844,36787,NA,0.694,69.39999999999999,91.10000000000001,0.99,18.78,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202115,BS,vaccination_centre,2217,location,195844,39004,NA,0.566,56.599999999999994,88,1.13,19.92,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202116,BS,vaccination_centre,10282,location,195844,49286,NA,0.918,91.8,88.8,5.25,25.17,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202117,BS,vaccination_centre,8970,location,195844,58256,NA,0.897,89.7,88.9,4.58,29.75,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202118,BS,vaccination_centre,9609,location,195844,67865,NA,0.885,88.5,88.9,4.91,34.65,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202119,BS,vaccination_centre,12332,location,195844,80197,NA,0.893,89.3,88.9,6.3,40.95,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202120,BS,vaccination_centre,13710,location,195844,93907,NA,0.904,90.4,89.1,7,47.95,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202121,BS,vaccination_centre,14653,location,195844,108560,NA,0.952,95.19999999999999,89.9,7.48,55.43,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202052,BS,nursing_home,0,location,195844,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202053,BS,nursing_home,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202101,BS,nursing_home,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202102,BS,nursing_home,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202103,BS,nursing_home,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202104,BS,nursing_home,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202105,BS,nursing_home,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202106,BS,nursing_home,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202107,BS,nursing_home,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202108,BS,nursing_home,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202109,BS,nursing_home,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202110,BS,nursing_home,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202111,BS,nursing_home,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202112,BS,nursing_home,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202113,BS,nursing_home,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202114,BS,nursing_home,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202115,BS,nursing_home,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202116,BS,nursing_home,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202117,BS,nursing_home,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202118,BS,nursing_home,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202119,BS,nursing_home,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202120,BS,nursing_home,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202121,BS,nursing_home,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202052,BS,medical_practice,0,location,195844,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202053,BS,medical_practice,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202101,BS,medical_practice,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202102,BS,medical_practice,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202103,BS,medical_practice,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202104,BS,medical_practice,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202105,BS,medical_practice,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202106,BS,medical_practice,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202107,BS,medical_practice,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202108,BS,medical_practice,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202109,BS,medical_practice,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202110,BS,medical_practice,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202111,BS,medical_practice,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202112,BS,medical_practice,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202113,BS,medical_practice,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202114,BS,medical_practice,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202115,BS,medical_practice,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202116,BS,medical_practice,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202117,BS,medical_practice,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202118,BS,medical_practice,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202119,BS,medical_practice,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202120,BS,medical_practice,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202121,BS,medical_practice,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202052,BS,pharmacy,0,location,195844,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202053,BS,pharmacy,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202101,BS,pharmacy,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202102,BS,pharmacy,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202103,BS,pharmacy,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202104,BS,pharmacy,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202105,BS,pharmacy,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202106,BS,pharmacy,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202107,BS,pharmacy,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202108,BS,pharmacy,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202109,BS,pharmacy,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202110,BS,pharmacy,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202111,BS,pharmacy,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202112,BS,pharmacy,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202113,BS,pharmacy,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202114,BS,pharmacy,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202115,BS,pharmacy,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202116,BS,pharmacy,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202117,BS,pharmacy,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202118,BS,pharmacy,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202119,BS,pharmacy,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202120,BS,pharmacy,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202121,BS,pharmacy,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202052,BS,hospital,0,location,195844,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202053,BS,hospital,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202101,BS,hospital,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202102,BS,hospital,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202103,BS,hospital,251,location,195844,251,NA,0.062,6.2,2.1999999999999997,0.13,0.13,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202104,BS,hospital,187,location,195844,438,NA,0.07,7.000000000000001,3.1,0.1,0.22,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202105,BS,hospital,0,location,195844,438,NA,0,0,3,0,0.22,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202106,BS,hospital,21,location,195844,459,NA,0.005,0.5,2.4,0.01,0.23,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202107,BS,hospital,182,location,195844,641,NA,0.102,10.2,3.1,0.09,0.33,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202108,BS,hospital,233,location,195844,874,NA,0.1,10,3.8,0.12,0.45,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202109,BS,hospital,165,location,195844,1039,NA,0.056,5.6000000000000005,4,0.08,0.53,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202110,BS,hospital,22,location,195844,1061,NA,0.01,1,3.8,0.01,0.54,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202111,BS,hospital,22,location,195844,1083,NA,0.031,3.1,3.8,0.01,0.55,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202112,BS,hospital,976,location,195844,2059,NA,0.237,23.7,6.2,0.5,1.05,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202113,BS,hospital,664,location,195844,2723,NA,0.143,14.299999999999999,7.199999999999999,0.34,1.39,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202114,BS,hospital,855,location,195844,3578,NA,0.306,30.599999999999998,8.9,0.44,1.83,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202115,BS,hospital,1698,location,195844,5276,NA,0.434,43.4,11.899999999999999,0.87,2.69,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202116,BS,hospital,920,location,195844,6196,NA,0.082,8.200000000000001,11.200000000000001,0.47,3.16,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202117,BS,hospital,1034,location,195844,7230,NA,0.103,10.299999999999999,11,0.53,3.69,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202118,BS,hospital,1246,location,195844,8476,NA,0.115,11.5,11.1,0.64,4.33,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202119,BS,hospital,1480,location,195844,9956,NA,0.107,10.7,11,0.76,5.08,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202120,BS,hospital,1462,location,195844,11418,NA,0.096,9.6,10.8,0.75,5.83,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202121,BS,hospital,741,location,195844,12159,NA,0.048,4.8,10.100000000000001,0.38,6.21,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202052,BS,other,0,location,195844,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202053,BS,other,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202101,BS,other,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202102,BS,other,0,location,195844,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202103,BS,other,1,location,195844,1,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202104,BS,other,2,location,195844,3,NA,0.001,0.1,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202105,BS,other,10,location,195844,13,NA,0.012,1.2,0.1,0.01,0.01,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202106,BS,other,1,location,195844,14,NA,0,0,0.1,0,0.01,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202107,BS,other,1,location,195844,15,NA,0.001,0.1,0.1,0,0.01,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202108,BS,other,0,location,195844,15,NA,0,0,0.1,0,0.01,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202109,BS,other,5,location,195844,20,NA,0.002,0.2,0.1,0,0.01,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202110,BS,other,1,location,195844,21,NA,0,0,0.1,0,0.01,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202111,BS,other,0,location,195844,21,NA,0,0,0.1,0,0.01,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202112,BS,other,0,location,195844,21,NA,0,0,0.1,0,0.01,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202113,BS,other,0,location,195844,21,NA,0,0,0.1,0,0.01,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202114,BS,other,0,location,195844,21,NA,0,0,0.1,0,0.01,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202115,BS,other,0,location,195844,21,NA,0,0,0,0,0.01,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202116,BS,other,0,location,195844,21,NA,0,0,0,0,0.01,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202117,BS,other,0,location,195844,21,NA,0,0,0,0,0.01,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202118,BS,other,0,location,195844,21,NA,0,0,0,0,0.01,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202119,BS,other,0,location,195844,21,NA,0,0,0,0,0.01,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202120,BS,other,0,location,195844,21,NA,0,0,0,0,0.01,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202121,BS,other,0,location,195844,21,NA,0,0,0,0,0.01,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202052,FL,vaccination_centre,0,location,38747,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202053,FL,vaccination_centre,0,location,38747,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202101,FL,vaccination_centre,0,location,38747,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202102,FL,vaccination_centre,5,location,38747,5,NA,1,100,45.5,0.01,0.01,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202103,FL,vaccination_centre,0,location,38747,5,NA,0,0,1.5,0,0.01,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202104,FL,vaccination_centre,378,location,38747,383,NA,0.759,75.9,45.5,0.98,0.99,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202105,FL,vaccination_centre,5,location,38747,388,NA,1,100,45.9,0.01,1,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202106,FL,vaccination_centre,0,location,38747,388,NA,0,0,33,0,1,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202107,FL,vaccination_centre,519,location,38747,907,NA,0.81,81,50,1.34,2.34,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202108,FL,vaccination_centre,786,location,38747,1693,NA,1,100,65.10000000000001,2.03,4.37,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202109,FL,vaccination_centre,527,location,38747,2220,NA,1,100,71,1.36,5.73,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202110,FL,vaccination_centre,651,location,38747,2871,NA,1,100,76,1.68,7.41,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
