date,geoRegion,vaccine,entries,type_variant,pop,sumTotal,per100Persons,per100Persons_mean7d,per100PersonsTotal,mean7d,type,version,granularity
2021-04-26,CHFL,pfizer_biontech,NA,vaccine_type,8644780,470884,NA,NA,5.45,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-04-27,CHFL,pfizer_biontech,NA,vaccine_type,8644780,477067,NA,NA,5.52,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-04-28,CHFL,pfizer_biontech,NA,vaccine_type,8644780,483596,NA,NA,5.59,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-04-29,CHFL,pfizer_biontech,NA,vaccine_type,8644780,490311,NA,NA,5.67,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-04-30,CHFL,pfizer_biontech,NA,vaccine_type,8644780,493715,NA,NA,5.71,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-05-01,CHFL,pfizer_biontech,NA,vaccine_type,8644780,496111,NA,NA,5.74,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-05-02,CHFL,pfizer_biontech,NA,vaccine_type,8644780,496887,NA,NA,5.75,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-05-03,CHFL,pfizer_biontech,NA,vaccine_type,8644780,501140,NA,NA,5.8,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-05-04,CHFL,pfizer_biontech,NA,vaccine_type,8644780,509366,NA,NA,5.89,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-05-05,CHFL,pfizer_biontech,NA,vaccine_type,8644780,521574,NA,NA,6.03,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-05-06,CHFL,pfizer_biontech,NA,vaccine_type,8644780,533661,NA,NA,6.17,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-05-07,CHFL,pfizer_biontech,NA,vaccine_type,8644780,545393,NA,NA,6.31,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-05-08,CHFL,pfizer_biontech,NA,vaccine_type,8644780,549019,NA,NA,6.35,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-05-09,CHFL,pfizer_biontech,NA,vaccine_type,8644780,550732,NA,NA,6.37,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-05-10,CHFL,pfizer_biontech,NA,vaccine_type,8644780,569254,NA,NA,6.58,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-05-11,CHFL,pfizer_biontech,NA,vaccine_type,8644780,589771,NA,NA,6.82,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-05-12,CHFL,pfizer_biontech,NA,vaccine_type,8644780,612789,NA,NA,7.09,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-05-13,CHFL,pfizer_biontech,NA,vaccine_type,8644780,621838,NA,NA,7.19,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-05-14,CHFL,pfizer_biontech,NA,vaccine_type,8644780,638651,NA,NA,7.39,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-05-15,CHFL,pfizer_biontech,NA,vaccine_type,8644780,642267,NA,NA,7.43,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-05-16,CHFL,pfizer_biontech,NA,vaccine_type,8644780,644970,NA,NA,7.46,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-05-17,CHFL,pfizer_biontech,NA,vaccine_type,8644780,667531,NA,NA,7.72,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-05-18,CHFL,pfizer_biontech,NA,vaccine_type,8644780,691722,NA,NA,8,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-05-19,CHFL,pfizer_biontech,NA,vaccine_type,8644780,717190,NA,NA,8.3,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-05-20,CHFL,pfizer_biontech,NA,vaccine_type,8644780,739125,NA,NA,8.55,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-05-21,CHFL,pfizer_biontech,NA,vaccine_type,8644780,760295,NA,NA,8.79,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-05-22,CHFL,pfizer_biontech,NA,vaccine_type,8644780,765569,NA,NA,8.86,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-05-23,CHFL,pfizer_biontech,NA,vaccine_type,8644780,768160,NA,NA,8.89,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-05-24,CHFL,pfizer_biontech,NA,vaccine_type,8644780,779110,NA,NA,9.01,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-05-25,CHFL,pfizer_biontech,NA,vaccine_type,8644780,805811,NA,NA,9.32,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-05-26,CHFL,pfizer_biontech,NA,vaccine_type,8644780,834606,NA,NA,9.65,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-05-27,CHFL,pfizer_biontech,NA,vaccine_type,8644780,857376,NA,NA,9.92,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-05-28,CHFL,pfizer_biontech,NA,vaccine_type,8644780,880027,NA,NA,10.18,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-05-29,CHFL,pfizer_biontech,NA,vaccine_type,8644780,890240,NA,NA,10.3,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-05-30,CHFL,pfizer_biontech,NA,vaccine_type,8644780,896581,NA,NA,10.37,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
