date,geoRegion,altersklasse_covid19,entries,type_variant,pop,sumTotal,per100Persons,per100PersonsTotal,type,version,granularity,freq,prct
202125,GL,50 - 59,70,altersklasse_covid19,6217,3606,1.13,58,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.049,4.9
202052,GL,60 - 69,0,altersklasse_covid19,5138,0,0,0,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,NA,NA
202053,GL,60 - 69,0,altersklasse_covid19,5138,0,0,0,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0,0
202101,GL,60 - 69,24,altersklasse_covid19,5138,24,0.47,0.47,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.07,7.000000000000001
202102,GL,60 - 69,81,altersklasse_covid19,5138,105,1.58,2.04,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.142,14.2
202103,GL,60 - 69,43,altersklasse_covid19,5138,148,0.84,2.88,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.077,7.7
202104,GL,60 - 69,154,altersklasse_covid19,5138,302,3,5.88,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.165,16.5
202105,GL,60 - 69,37,altersklasse_covid19,5138,339,0.72,6.6,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.218,21.8
202106,GL,60 - 69,12,altersklasse_covid19,5138,351,0.23,6.83,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.2,20
202107,GL,60 - 69,0,altersklasse_covid19,5138,351,0,6.83,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0,0
202108,GL,60 - 69,0,altersklasse_covid19,5138,351,0,6.83,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0,0
202109,GL,60 - 69,116,altersklasse_covid19,5138,467,2.26,9.09,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.22,22
202110,GL,60 - 69,41,altersklasse_covid19,5138,508,0.8,9.89,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.2,20
202111,GL,60 - 69,173,altersklasse_covid19,5138,681,3.37,13.25,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.207,20.7
202112,GL,60 - 69,214,altersklasse_covid19,5138,895,4.17,17.42,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.244,24.4
202113,GL,60 - 69,137,altersklasse_covid19,5138,1032,2.67,20.09,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.347,34.699999999999996
202114,GL,60 - 69,1,altersklasse_covid19,5138,1033,0.02,20.11,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.111,11.1
202115,GL,60 - 69,39,altersklasse_covid19,5138,1072,0.76,20.86,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.203,20.3
202116,GL,60 - 69,307,altersklasse_covid19,5138,1379,5.98,26.84,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.357,35.699999999999996
202117,GL,60 - 69,770,altersklasse_covid19,5138,2149,14.99,41.83,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.428,42.8
202118,GL,60 - 69,765,altersklasse_covid19,5138,2914,14.89,56.71,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.348,34.8
202119,GL,60 - 69,110,altersklasse_covid19,5138,3024,2.14,58.86,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.095,9.5
202120,GL,60 - 69,310,altersklasse_covid19,5138,3334,6.03,64.89,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.161,16.1
202121,GL,60 - 69,107,altersklasse_covid19,5138,3441,2.08,66.97,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.141,14.099999999999998
202122,GL,60 - 69,22,altersklasse_covid19,5138,3463,0.43,67.4,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.155,15.5
202123,GL,60 - 69,101,altersklasse_covid19,5138,3564,1.97,69.37,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.13,13
202124,GL,60 - 69,37,altersklasse_covid19,5138,3601,0.72,70.09,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.041,4.1000000000000005
202125,GL,60 - 69,35,altersklasse_covid19,5138,3636,0.68,70.77,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.024,2.4
202052,GL,70 - 79,0,altersklasse_covid19,3615,0,0,0,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,NA,NA
202053,GL,70 - 79,0,altersklasse_covid19,3615,0,0,0,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0,0
202101,GL,70 - 79,50,altersklasse_covid19,3615,50,1.38,1.38,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.147,14.7
202102,GL,70 - 79,158,altersklasse_covid19,3615,208,4.37,5.75,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.277,27.700000000000003
202103,GL,70 - 79,199,altersklasse_covid19,3615,407,5.5,11.26,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.355,35.5
202104,GL,70 - 79,296,altersklasse_covid19,3615,703,8.19,19.45,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.318,31.8
202105,GL,70 - 79,48,altersklasse_covid19,3615,751,1.33,20.77,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.282,28.199999999999996
202106,GL,70 - 79,2,altersklasse_covid19,3615,753,0.06,20.83,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.033,3.3000000000000003
202107,GL,70 - 79,0,altersklasse_covid19,3615,753,0,20.83,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0,0
202108,GL,70 - 79,1,altersklasse_covid19,3615,754,0.03,20.86,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.143,14.299999999999999
202109,GL,70 - 79,218,altersklasse_covid19,3615,972,6.03,26.89,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.414,41.4
202110,GL,70 - 79,51,altersklasse_covid19,3615,1023,1.41,28.3,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.249,24.9
202111,GL,70 - 79,273,altersklasse_covid19,3615,1296,7.55,35.85,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.326,32.6
202112,GL,70 - 79,307,altersklasse_covid19,3615,1603,8.49,44.34,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.35,35
202113,GL,70 - 79,143,altersklasse_covid19,3615,1746,3.96,48.3,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.362,36.199999999999996
202114,GL,70 - 79,2,altersklasse_covid19,3615,1748,0.06,48.35,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.222,22.2
202115,GL,70 - 79,65,altersklasse_covid19,3615,1813,1.8,50.15,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.339,33.900000000000006
202116,GL,70 - 79,321,altersklasse_covid19,3615,2134,8.88,59.03,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.373,37.3
202117,GL,70 - 79,496,altersklasse_covid19,3615,2630,13.72,72.75,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.276,27.6
202118,GL,70 - 79,61,altersklasse_covid19,3615,2691,1.69,74.44,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.028,2.8000000000000003
202119,GL,70 - 79,47,altersklasse_covid19,3615,2738,1.3,75.74,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.041,4.1000000000000005
202120,GL,70 - 79,148,altersklasse_covid19,3615,2886,4.09,79.83,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.077,7.7
202121,GL,70 - 79,73,altersklasse_covid19,3615,2959,2.02,81.85,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.096,9.6
202122,GL,70 - 79,19,altersklasse_covid19,3615,2978,0.53,82.38,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.134,13.4
202123,GL,70 - 79,27,altersklasse_covid19,3615,3005,0.75,83.13,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.035,3.5000000000000004
202124,GL,70 - 79,10,altersklasse_covid19,3615,3015,0.28,83.4,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.011,1.0999999999999999
202125,GL,70 - 79,23,altersklasse_covid19,3615,3038,0.64,84.04,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.016,1.6
202052,GL,80+,0,altersklasse_covid19,2285,0,0,0,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,NA,NA
202053,GL,80+,0,altersklasse_covid19,2285,0,0,0,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0,0
202101,GL,80+,195,altersklasse_covid19,2285,195,8.53,8.53,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.572,57.199999999999996
202102,GL,80+,207,altersklasse_covid19,2285,402,9.06,17.59,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.363,36.3
202103,GL,80+,200,altersklasse_covid19,2285,602,8.75,26.35,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.357,35.699999999999996
202104,GL,80+,269,altersklasse_covid19,2285,871,11.77,38.12,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.289,28.9
202105,GL,80+,52,altersklasse_covid19,2285,923,2.28,40.39,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.306,30.599999999999998
202106,GL,80+,3,altersklasse_covid19,2285,926,0.13,40.53,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.05,5
202107,GL,80+,1,altersklasse_covid19,2285,927,0.04,40.57,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.091,9.1
202108,GL,80+,0,altersklasse_covid19,2285,927,0,40.57,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0,0
202109,GL,80+,103,altersklasse_covid19,2285,1030,4.51,45.08,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.195,19.5
202110,GL,80+,53,altersklasse_covid19,2285,1083,2.32,47.4,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.259,25.900000000000002
202111,GL,80+,168,altersklasse_covid19,2285,1251,7.35,54.75,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.201,20.1
202112,GL,80+,170,altersklasse_covid19,2285,1421,7.44,62.19,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.194,19.400000000000002
202113,GL,80+,46,altersklasse_covid19,2285,1467,2.01,64.2,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.116,11.600000000000001
202114,GL,80+,2,altersklasse_covid19,2285,1469,0.09,64.29,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.222,22.2
202115,GL,80+,36,altersklasse_covid19,2285,1505,1.58,65.86,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.188,18.8
202116,GL,80+,113,altersklasse_covid19,2285,1618,4.95,70.81,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.131,13.100000000000001
202117,GL,80+,45,altersklasse_covid19,2285,1663,1.97,72.78,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.025,2.5
202118,GL,80+,27,altersklasse_covid19,2285,1690,1.18,73.96,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.012,1.2
202119,GL,80+,20,altersklasse_covid19,2285,1710,0.88,74.84,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.017,1.7000000000000002
202120,GL,80+,82,altersklasse_covid19,2285,1792,3.59,78.42,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.043,4.3
202121,GL,80+,22,altersklasse_covid19,2285,1814,0.96,79.39,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.029,2.9000000000000004
202122,GL,80+,11,altersklasse_covid19,2285,1825,0.48,79.87,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.077,7.7
202123,GL,80+,10,altersklasse_covid19,2285,1835,0.44,80.31,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.013,1.3
202124,GL,80+,4,altersklasse_covid19,2285,1839,0.18,80.48,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.004,0.4
202125,GL,80+,7,altersklasse_covid19,2285,1846,0.31,80.79,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.005,0.5
202052,GR,0 - 9,0,altersklasse_covid19,17435,0,0,0,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,NA,NA
202053,GR,0 - 9,0,altersklasse_covid19,17435,0,0,0,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,NA,NA
202101,GR,0 - 9,0,altersklasse_covid19,17435,0,0,0,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0,0
202102,GR,0 - 9,1,altersklasse_covid19,17435,1,0.01,0.01,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.001,0.1
202103,GR,0 - 9,0,altersklasse_covid19,17435,1,0,0.01,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0,0
202104,GR,0 - 9,0,altersklasse_covid19,17435,1,0,0.01,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0,0
202105,GR,0 - 9,0,altersklasse_covid19,17435,1,0,0.01,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0,0
202106,GR,0 - 9,0,altersklasse_covid19,17435,1,0,0.01,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0,0
202107,GR,0 - 9,0,altersklasse_covid19,17435,1,0,0.01,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0,0
202108,GR,0 - 9,0,altersklasse_covid19,17435,1,0,0.01,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0,0
202109,GR,0 - 9,0,altersklasse_covid19,17435,1,0,0.01,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0,0
202110,GR,0 - 9,0,altersklasse_covid19,17435,1,0,0.01,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0,0
202111,GR,0 - 9,0,altersklasse_covid19,17435,1,0,0.01,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0,0
202112,GR,0 - 9,2,altersklasse_covid19,17435,3,0.01,0.02,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0,0
202113,GR,0 - 9,2,altersklasse_covid19,17435,5,0.01,0.03,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.001,0.1
202114,GR,0 - 9,1,altersklasse_covid19,17435,6,0.01,0.03,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0,0
202115,GR,0 - 9,0,altersklasse_covid19,17435,6,0,0.03,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0,0
202116,GR,0 - 9,6,altersklasse_covid19,17435,12,0.03,0.07,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.001,0.1
202117,GR,0 - 9,0,altersklasse_covid19,17435,12,0,0.07,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0,0
202118,GR,0 - 9,1,altersklasse_covid19,17435,13,0.01,0.07,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0,0
202119,GR,0 - 9,0,altersklasse_covid19,17435,13,0,0.07,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0,0
202120,GR,0 - 9,0,altersklasse_covid19,17435,13,0,0.07,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0,0
202121,GR,0 - 9,2,altersklasse_covid19,17435,15,0.01,0.09,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0,0
202122,GR,0 - 9,2,altersklasse_covid19,17435,17,0.01,0.1,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0,0
202123,GR,0 - 9,0,altersklasse_covid19,17435,17,0,0.1,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0,0
202124,GR,0 - 9,1,altersklasse_covid19,17435,18,0.01,0.1,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0,0
202125,GR,0 - 9,1,altersklasse_covid19,17435,19,0.01,0.11,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0,0
202052,GR,10 - 19,0,altersklasse_covid19,17946,0,0,0,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,NA,NA
202053,GR,10 - 19,0,altersklasse_covid19,17946,0,0,0,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,NA,NA
202101,GR,10 - 19,6,altersklasse_covid19,17946,6,0.03,0.03,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.009,0.8999999999999999
202102,GR,10 - 19,12,altersklasse_covid19,17946,18,0.07,0.1,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.006,0.6
202103,GR,10 - 19,21,altersklasse_covid19,17946,39,0.12,0.22,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.012,1.2
202104,GR,10 - 19,4,altersklasse_covid19,17946,43,0.02,0.24,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.002,0.2
202105,GR,10 - 19,7,altersklasse_covid19,17946,50,0.04,0.28,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.015,1.5
202106,GR,10 - 19,9,altersklasse_covid19,17946,59,0.05,0.33,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.005,0.5
202107,GR,10 - 19,14,altersklasse_covid19,17946,73,0.08,0.41,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.005,0.5
202108,GR,10 - 19,7,altersklasse_covid19,17946,80,0.04,0.45,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.008,0.8
202109,GR,10 - 19,4,altersklasse_covid19,17946,84,0.02,0.47,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.001,0.1
202110,GR,10 - 19,2,altersklasse_covid19,17946,86,0.01,0.48,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.001,0.1
202111,GR,10 - 19,3,altersklasse_covid19,17946,89,0.02,0.5,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.005,0.5
202112,GR,10 - 19,12,altersklasse_covid19,17946,101,0.07,0.56,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.003,0.3
202113,GR,10 - 19,4,altersklasse_covid19,17946,105,0.02,0.59,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.001,0.1
202114,GR,10 - 19,6,altersklasse_covid19,17946,111,0.03,0.62,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.002,0.2
202115,GR,10 - 19,28,altersklasse_covid19,17946,139,0.16,0.77,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.004,0.4
202116,GR,10 - 19,23,altersklasse_covid19,17946,162,0.13,0.9,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.005,0.5
202117,GR,10 - 19,44,altersklasse_covid19,17946,206,0.25,1.15,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.006,0.6
202118,GR,10 - 19,37,altersklasse_covid19,17946,243,0.21,1.35,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.007,0.7000000000000001
202119,GR,10 - 19,26,altersklasse_covid19,17946,269,0.14,1.5,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.007,0.7000000000000001
202120,GR,10 - 19,41,altersklasse_covid19,17946,310,0.23,1.73,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.006,0.6
202121,GR,10 - 19,41,altersklasse_covid19,17946,351,0.23,1.96,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.006,0.6
202122,GR,10 - 19,61,altersklasse_covid19,17946,412,0.34,2.3,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.013,1.3
202123,GR,10 - 19,184,altersklasse_covid19,17946,596,1.03,3.32,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.02,2
202124,GR,10 - 19,716,altersklasse_covid19,17946,1312,3.99,7.31,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.17,17
202125,GR,10 - 19,518,altersklasse_covid19,17946,1830,2.89,10.2,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.084,8.4
202052,GR,20 - 29,0,altersklasse_covid19,22953,0,0,0,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,NA,NA
202053,GR,20 - 29,0,altersklasse_covid19,22953,0,0,0,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,NA,NA
202101,GR,20 - 29,11,altersklasse_covid19,22953,11,0.05,0.05,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.017,1.7000000000000002
202102,GR,20 - 29,98,altersklasse_covid19,22953,109,0.43,0.47,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.052,5.2
202103,GR,20 - 29,85,altersklasse_covid19,22953,194,0.37,0.85,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.047,4.7
202104,GR,20 - 29,38,altersklasse_covid19,22953,232,0.17,1.01,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.016,1.6
202105,GR,20 - 29,16,altersklasse_covid19,22953,248,0.07,1.08,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.034,3.4000000000000004
202106,GR,20 - 29,45,altersklasse_covid19,22953,293,0.2,1.28,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.026,2.6
202107,GR,20 - 29,71,altersklasse_covid19,22953,364,0.31,1.59,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.026,2.6
202108,GR,20 - 29,65,altersklasse_covid19,22953,429,0.28,1.87,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.071,7.1
202109,GR,20 - 29,33,altersklasse_covid19,22953,462,0.14,2.01,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.011,1.0999999999999999
202110,GR,20 - 29,29,altersklasse_covid19,22953,491,0.13,2.14,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.013,1.3
202111,GR,20 - 29,8,altersklasse_covid19,22953,499,0.03,2.17,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.013,1.3
202112,GR,20 - 29,62,altersklasse_covid19,22953,561,0.27,2.44,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.015,1.5
202113,GR,20 - 29,43,altersklasse_covid19,22953,604,0.19,2.63,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.016,1.6
202114,GR,20 - 29,55,altersklasse_covid19,22953,659,0.24,2.87,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.02,2
202115,GR,20 - 29,144,altersklasse_covid19,22953,803,0.63,3.5,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.022,2.1999999999999997
202116,GR,20 - 29,129,altersklasse_covid19,22953,932,0.56,4.06,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.026,2.6
202117,GR,20 - 29,258,altersklasse_covid19,22953,1190,1.12,5.18,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.036,3.5999999999999996
202118,GR,20 - 29,132,altersklasse_covid19,22953,1322,0.58,5.76,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.023,2.3
202119,GR,20 - 29,138,altersklasse_covid19,22953,1460,0.6,6.36,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.037,3.6999999999999997
202120,GR,20 - 29,171,altersklasse_covid19,22953,1631,0.75,7.11,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.025,2.5
202121,GR,20 - 29,152,altersklasse_covid19,22953,1783,0.66,7.77,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.022,2.1999999999999997
202122,GR,20 - 29,226,altersklasse_covid19,22953,2009,0.98,8.75,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.048,4.8
202123,GR,20 - 29,946,altersklasse_covid19,22953,2955,4.12,12.87,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.102,10.2
202124,GR,20 - 29,835,altersklasse_covid19,22953,3790,3.64,16.51,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.198,19.8
202125,GR,20 - 29,1739,altersklasse_covid19,22953,5529,7.58,24.09,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.284,28.4
202052,GR,30 - 39,0,altersklasse_covid19,25696,0,0,0,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,NA,NA
202053,GR,30 - 39,0,altersklasse_covid19,25696,0,0,0,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,NA,NA
202101,GR,30 - 39,28,altersklasse_covid19,25696,28,0.11,0.11,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.044,4.3999999999999995
202102,GR,30 - 39,153,altersklasse_covid19,25696,181,0.6,0.7,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.081,8.1
202103,GR,30 - 39,122,altersklasse_covid19,25696,303,0.47,1.18,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.067,6.7
202104,GR,30 - 39,49,altersklasse_covid19,25696,352,0.19,1.37,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.02,2
202105,GR,30 - 39,20,altersklasse_covid19,25696,372,0.08,1.45,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.042,4.2
202106,GR,30 - 39,71,altersklasse_covid19,25696,443,0.28,1.72,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.04,4
202107,GR,30 - 39,77,altersklasse_covid19,25696,520,0.3,2.02,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.029,2.9000000000000004
202108,GR,30 - 39,70,altersklasse_covid19,25696,590,0.27,2.3,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.076,7.6
202109,GR,30 - 39,28,altersklasse_covid19,25696,618,0.11,2.41,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.009,0.8999999999999999
202110,GR,30 - 39,47,altersklasse_covid19,25696,665,0.18,2.59,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.021,2.1
202111,GR,30 - 39,7,altersklasse_covid19,25696,672,0.03,2.62,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.011,1.0999999999999999
202112,GR,30 - 39,85,altersklasse_covid19,25696,757,0.33,2.95,COVID19AtLeastOneDosePersons,2021-06-29_09-35-11,detailed,0.021,2.1
