"date","geoRegion","vaccine","entries","type_variant","pop","sumTotal","per100Persons","per100Persons_mean7d","per100PersonsTotal","mean7d","type","version","granularity"
2021-04-26,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,1316392,NA,NA,15.23,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-04-27,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,1346426,NA,NA,15.58,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-04-28,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,1386297,NA,NA,16.04,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-04-29,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,1414603,NA,NA,16.36,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-04-30,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,1439774,NA,NA,16.65,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-05-01,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,1452060,NA,NA,16.8,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-05-02,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,1463830,NA,NA,16.93,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-05-03,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,1493917,NA,NA,17.28,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-05-04,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,1526229,NA,NA,17.65,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-05-05,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,1564338,NA,NA,18.1,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-05-06,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,1594796,NA,NA,18.45,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-05-07,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,1620050,NA,NA,18.74,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-05-08,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,1634350,NA,NA,18.91,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-05-09,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,1647888,NA,NA,19.06,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-05-10,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,1677360,NA,NA,19.4,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-05-11,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,1710811,NA,NA,19.79,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-05-12,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,1759973,NA,NA,20.36,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-05-13,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,1777478,NA,NA,20.56,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-05-14,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,1803603,NA,NA,20.86,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-05-15,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,1816351,NA,NA,21.01,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-05-16,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,1825905,NA,NA,21.12,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-05-17,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,1856479,NA,NA,21.48,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-05-18,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,1890231,NA,NA,21.87,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-05-19,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,1932280,NA,NA,22.35,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
