geoRegion,datum,entries,sumTotal,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff,timeframe_all,timeframe_phase2,timeframe_phase2b,timeframe_phase3,timeframe_28d,timeframe_14d
AR,202028,3,99,1,100,55445,5.41,178.56,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-28,1,1.8,50,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
BE,202028,39,1996,1,100,1039474,3.75,192.02,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-28,10,0.96,34.5,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
BL,202028,22,934,1,100,289468,7.6,322.66,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-28,10,3.45,83.3,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
BS,202028,19,1160,1,100,195844,9.7,592.31,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-28,12,6.13,171.4,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
FL,202028,0,85,NA,NA,38747,0,219.37,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-28,-2,-5.16,-100,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
FR,202028,22,1284,1,100,321783,6.84,399.03,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-28,-10,-3.1,-31.2,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
GE,202028,41,5339,1,100,504128,8.13,1059.06,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-28,16,3.17,64,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
GL,202028,2,130,1,100,40590,4.93,320.28,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-28,2,4.93,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
GR,202028,9,820,1,100,199021,4.52,412.02,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-28,7,3.52,350,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
JU,202028,12,261,1,100,73584,16.31,354.7,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-28,-15,-20.38,-55.6,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
LU,202028,22,768,1,100,413120,5.33,185.9,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-28,5,1.21,29.4,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
NE,202028,4,723,1,100,176496,2.27,409.64,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-28,0,0,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
NW,202028,2,124,1,100,43087,4.64,287.79,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-28,2,4.64,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OW,202028,4,83,1,100,37930,10.55,218.82,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-28,3,7.91,300,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
SG,202028,36,904,1,100,510734,7.05,177,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-28,-10,-1.96,-21.7,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
SH,202028,7,94,1,100,82348,8.5,114.15,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-28,5,6.07,250,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
SO,202028,20,466,1,100,275247,7.27,169.3,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-28,7,2.55,53.8,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
SZ,202028,18,356,1,100,160480,11.22,221.83,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-28,-4,-2.49,-18.2,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
TG,202028,8,385,1,100,279547,2.86,137.72,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-28,-1,-0.36,-11.1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
TI,202028,25,3347,1,100,351491,7.11,952.23,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-28,0,0,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
UR,202028,4,107,1,100,36703,10.9,291.53,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-28,-6,-16.35,-60,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
VD,202028,87,5840,1,100,805098,10.81,725.38,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-28,-5,-0.62,-5.4,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
VS,202028,18,2043,1,100,345525,5.21,591.27,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-28,-9,-2.6,-33.3,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ZG,202028,12,219,1,100,127642,9.4,171.57,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-28,-3,-2.35,-20,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ZH,202028,142,4033,1,100,1539275,9.23,262.01,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-28,-58,-3.76,-29,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
AG,202029,72,1463,1,100,685845,10.5,213.31,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-29,15,2.19,26.3,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
AI,202029,0,25,NA,NA,16128,0,155.01,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-29,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
AR,202029,1,100,1,100,55445,1.8,180.36,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-29,-2,-3.61,-66.7,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
BE,202029,54,2050,1,100,1039474,5.19,197.22,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-29,15,1.44,38.5,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
BL,202029,10,944,1,100,289468,3.45,326.12,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-29,-12,-4.15,-54.5,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
BS,202029,15,1175,1,100,195844,7.66,599.97,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-29,-4,-2.04,-21.1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
FL,202029,2,87,1,100,38747,5.16,224.53,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-29,2,5.16,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
FR,202029,31,1315,1,100,321783,9.63,408.66,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-29,9,2.79,40.9,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
GE,202029,89,5428,1,100,504128,17.65,1076.71,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-29,48,9.52,117.1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
GL,202029,6,136,1,100,40590,14.78,335.06,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-29,4,9.85,200,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
GR,202029,5,825,1,100,199021,2.51,414.53,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-29,-4,-2.01,-44.4,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
JU,202029,3,264,1,100,73584,4.08,358.77,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-29,-9,-12.23,-75,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
LU,202029,27,795,1,100,413120,6.54,192.44,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-29,5,1.21,22.7,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
NE,202029,10,733,1,100,176496,5.67,415.31,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-29,6,3.4,150,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
NW,202029,2,126,1,100,43087,4.64,292.43,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-29,0,0,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OW,202029,2,85,1,100,37930,5.27,224.1,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-29,-2,-5.28,-50,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
SG,202029,27,931,1,100,510734,5.29,182.29,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-29,-9,-1.76,-25,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
SH,202029,9,103,1,100,82348,10.93,125.08,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-29,2,2.43,28.6,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
SO,202029,13,479,1,100,275247,4.72,174.03,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-29,-7,-2.55,-35,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
SZ,202029,12,368,1,100,160480,7.48,229.31,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-29,-6,-3.74,-33.3,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
TG,202029,22,407,1,100,279547,7.87,145.59,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-29,14,5.01,175,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
TI,202029,33,3380,1,100,351491,9.39,961.62,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-29,8,2.28,32,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
UR,202029,3,110,1,100,36703,8.17,299.7,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-29,-1,-2.73,-25,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
VD,202029,99,5939,1,100,805098,12.3,737.67,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-29,12,1.49,13.8,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
VS,202029,16,2059,1,100,345525,4.63,595.9,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-29,-2,-0.58,-11.1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ZG,202029,10,229,1,100,127642,7.83,179.41,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-29,-2,-1.57,-16.7,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ZH,202029,144,4177,1,100,1539275,9.36,271.36,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-29,2,0.13,1.4,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
AG,202030,70,1533,1,100,685845,10.21,223.52,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-30,-2,-0.29,-2.8,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
AI,202030,0,25,NA,NA,16128,0,155.01,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-30,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
AR,202030,1,101,1,100,55445,1.8,182.16,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-30,0,0,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
BE,202030,34,2084,1,100,1039474,3.27,200.49,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-30,-20,-1.92,-37,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
BL,202030,11,955,1,100,289468,3.8,329.92,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-30,1,0.35,10,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
BS,202030,13,1188,1,100,195844,6.64,606.61,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-30,-2,-1.02,-13.3,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
FL,202030,0,87,NA,NA,38747,0,224.53,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-30,-2,-5.16,-100,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
FR,202030,19,1334,1,100,321783,5.9,414.57,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-30,-12,-3.73,-38.7,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
GE,202030,234,5662,1,100,504128,46.42,1123.13,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-30,145,28.77,162.9,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
GL,202030,1,137,1,100,40590,2.46,337.52,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-30,-5,-12.32,-83.3,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
GR,202030,55,880,1,100,199021,27.64,442.16,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-30,50,25.13,1000,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
JU,202030,0,264,NA,NA,73584,0,358.77,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-30,-3,-4.08,-100,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
LU,202030,20,815,1,100,413120,4.84,197.28,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-30,-7,-1.7,-25.9,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
NE,202030,7,740,1,100,176496,3.97,419.27,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-30,-3,-1.7,-30,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
NW,202030,0,126,NA,NA,43087,0,292.43,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-30,-2,-4.64,-100,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OW,202030,1,86,1,100,37930,2.64,226.73,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-30,-1,-2.63,-50,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
SG,202030,41,972,1,100,510734,8.03,190.31,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-30,14,2.74,51.9,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
SH,202030,5,108,1,100,82348,6.07,131.15,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-30,-4,-4.86,-44.4,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
SO,202030,16,495,1,100,275247,5.81,179.84,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-30,3,1.09,23.1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
SZ,202030,12,380,1,100,160480,7.48,236.79,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-30,0,0,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
TG,202030,18,425,1,100,279547,6.44,152.03,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-30,-4,-1.43,-18.2,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
TI,202030,12,3392,1,100,351491,3.41,965.03,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-30,-21,-5.98,-63.6,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
UR,202030,3,113,1,100,36703,8.17,307.88,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-30,0,0,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
VD,202030,76,6015,1,100,805098,9.44,747.11,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-30,-23,-2.86,-23.2,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
VS,202030,13,2072,1,100,345525,3.76,599.67,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-30,-3,-0.87,-18.8,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ZG,202030,12,241,1,100,127642,9.4,188.81,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-30,2,1.57,20,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ZH,202030,152,4329,1,100,1539275,9.87,281.24,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-30,8,0.51,5.6,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
AG,202031,77,1610,1,100,685845,11.23,234.75,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-31,7,1.02,10,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
AI,202031,0,25,NA,NA,16128,0,155.01,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-31,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
AR,202031,2,103,1,100,55445,3.61,185.77,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-31,1,1.81,100,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
BE,202031,63,2147,1,100,1039474,6.06,206.55,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-31,29,2.79,85.3,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
BL,202031,16,971,1,100,289468,5.53,335.44,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-31,5,1.73,45.5,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
BS,202031,32,1220,1,100,195844,16.34,622.94,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-31,19,9.7,146.2,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
FL,202031,2,89,1,100,38747,5.16,229.7,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-31,2,5.16,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
FR,202031,35,1369,1,100,321783,10.88,425.44,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-31,16,4.98,84.2,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
GE,202031,319,5981,1,100,504128,63.28,1186.41,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-31,85,16.86,36.3,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
GL,202031,4,141,1,100,40590,9.85,347.38,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-31,3,7.39,300,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
GR,202031,24,904,1,100,199021,12.06,454.22,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-31,-31,-15.58,-56.4,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
JU,202031,1,265,1,100,73584,1.36,360.13,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-31,1,1.36,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
LU,202031,41,856,1,100,413120,9.92,207.2,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-31,21,5.08,105,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
NE,202031,14,754,1,100,176496,7.93,427.21,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-31,7,3.96,100,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
NW,202031,1,127,1,100,43087,2.32,294.75,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-31,1,2.32,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OW,202031,2,88,1,100,37930,5.27,232.01,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-31,1,2.63,100,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
SG,202031,34,1006,1,100,510734,6.66,196.97,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-31,-7,-1.37,-17.1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
SH,202031,15,123,1,100,82348,18.22,149.37,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-31,10,12.15,200,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
SO,202031,14,509,1,100,275247,5.09,184.92,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-31,-2,-0.72,-12.5,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
SZ,202031,21,401,1,100,160480,13.09,249.88,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-31,9,5.61,75,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
TG,202031,15,440,1,100,279547,5.37,157.4,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-31,-3,-1.07,-16.7,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
TI,202031,20,3412,1,100,351491,5.69,970.72,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-31,8,2.28,66.7,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
UR,202031,4,117,1,100,36703,10.9,318.78,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-31,1,2.73,33.3,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
VD,202031,179,6194,1,100,805098,22.23,769.35,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-31,103,12.79,135.5,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
VS,202031,30,2102,1,100,345525,8.68,608.35,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-31,17,4.92,130.8,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ZG,202031,21,262,1,100,127642,16.45,205.26,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-31,9,7.05,75,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ZH,202031,171,4500,1,100,1539275,11.11,292.35,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-31,19,1.24,12.5,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
AG,202032,79,1689,1,100,685845,11.52,246.27,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-32,2,0.29,2.6,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
AI,202032,0,25,NA,NA,16128,0,155.01,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-32,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
AR,202032,1,104,1,100,55445,1.8,187.57,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-32,-1,-1.81,-50,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
BE,202032,64,2211,1,100,1039474,6.16,212.7,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-32,1,0.1,1.6,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
BL,202032,17,988,1,100,289468,5.87,341.32,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-32,1,0.34,6.2,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
BS,202032,22,1242,1,100,195844,11.23,634.18,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-32,-10,-5.11,-31.2,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
FL,202032,0,89,NA,NA,38747,0,229.7,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-32,-2,-5.16,-100,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
FR,202032,33,1402,1,100,321783,10.26,435.7,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-32,-2,-0.62,-5.7,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
GE,202032,248,6229,1,100,504128,49.19,1235.6,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-32,-71,-14.09,-22.3,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
GL,202032,4,145,1,100,40590,9.85,357.23,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-32,0,0,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
GR,202032,11,915,1,100,199021,5.53,459.75,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-32,-13,-6.53,-54.2,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
JU,202032,1,266,1,100,73584,1.36,361.49,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-32,0,0,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
LU,202032,43,899,1,100,413120,10.41,217.61,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-32,2,0.49,4.9,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
NE,202032,8,762,1,100,176496,4.53,431.74,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-32,-6,-3.4,-42.9,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
NW,202032,2,129,1,100,43087,4.64,299.39,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-32,1,2.32,100,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
OW,202032,2,90,1,100,37930,5.27,237.28,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-32,0,0,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
SG,202032,59,1065,1,100,510734,11.55,208.52,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-32,25,4.89,73.5,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
SH,202032,17,140,1,100,82348,20.64,170.01,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-32,2,2.42,13.3,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
SO,202032,25,534,1,100,275247,9.08,194.01,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-32,11,3.99,78.6,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
SZ,202032,17,418,1,100,160480,10.59,260.47,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-32,-4,-2.5,-19,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
TG,202032,25,465,1,100,279547,8.94,166.34,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-32,10,3.57,66.7,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
TI,202032,14,3426,1,100,351491,3.98,974.7,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-32,-6,-1.71,-30,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
UR,202032,0,117,NA,NA,36703,0,318.78,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-32,-4,-10.9,-100,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
VD,202032,119,6313,1,100,805098,14.78,784.13,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-32,-60,-7.45,-33.5,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
VS,202032,37,2139,1,100,345525,10.71,619.06,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-32,7,2.03,23.3,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ZG,202032,10,272,1,100,127642,7.83,213.1,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-32,-11,-8.62,-52.4,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ZH,202032,242,4742,1,100,1539275,15.72,308.07,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-32,71,4.61,41.5,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
AG,202033,120,1809,1,100,685845,17.5,263.76,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-33,41,5.98,51.9,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
AI,202033,0,25,NA,NA,16128,0,155.01,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-33,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
AR,202033,9,113,1,100,55445,16.23,203.81,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-33,8,14.43,800,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
BE,202033,109,2320,1,100,1039474,10.49,223.19,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-33,45,4.33,70.3,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
BL,202033,29,1017,1,100,289468,10.02,351.33,COVID19Cases,,2021-07-09_07-48-17,isoweek,2020-33,12,4.15,70.6,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
