"date","geoRegion","entries","pop","sumTotal","per100Persons","per100Persons_mean7d","per100PersonsTotal","mean7d","type","version","granularity"
2021-05-12,"NE",639,176496,47681,0.36,0.23,27.02,400.14,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-05-13,"NE",489,176496,48170,0.28,0.23,27.29,400.14,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-05-14,"NE",563,176496,48733,0.32,0.24,27.61,424.14,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-05-15,"NE",33,176496,48766,0.02,0.27,27.63,483.86,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-05-16,"NE",0,176496,48766,0,0.29,27.63,515.57,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-05-17,"NE",661,176496,49427,0.37,NA,28,NA,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-05-18,"NE",1002,176496,50429,0.57,NA,28.57,NA,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-05-19,"NE",861,176496,51290,0.49,NA,29.06,NA,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2020-12-22,"NW",0,43087,0,0,NA,0,NA,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2020-12-23,"NW",118,43087,118,0.27,NA,0.27,NA,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2020-12-24,"NW",0,43087,118,0,NA,0.27,NA,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2020-12-25,"NW",0,43087,118,0,0.07,0.27,30,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2020-12-26,"NW",0,43087,118,0,0.07,0.27,30,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2020-12-27,"NW",0,43087,118,0,0.03,0.27,13.14,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2020-12-28,"NW",92,43087,210,0.21,0.03,0.49,13.14,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2020-12-29,"NW",0,43087,210,0,0.03,0.49,13.14,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2020-12-30,"NW",0,43087,210,0,0.03,0.49,13.14,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2020-12-31,"NW",0,43087,210,0,0.03,0.49,13.14,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-01,"NW",0,43087,210,0,0,0.49,0,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-02,"NW",0,43087,210,0,0.02,0.49,10,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-03,"NW",0,43087,210,0,0.02,0.49,10.86,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-04,"NW",0,43087,210,0,0.06,0.49,25,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-05,"NW",70,43087,280,0.16,0.1,0.65,43,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-06,"NW",6,43087,286,0.01,0.1,0.66,43,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-07,"NW",99,43087,385,0.23,0.1,0.89,43,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-08,"NW",126,43087,511,0.29,0.11,1.19,49.29,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-09,"NW",0,43087,511,0,0.21,1.19,90.29,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-10,"NW",0,43087,511,0,0.35,1.19,152.43,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-11,"NW",44,43087,555,0.1,0.45,1.29,193.43,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-12,"NW",357,43087,912,0.83,0.45,2.12,194.43,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-13,"NW",441,43087,1353,1.02,0.45,3.14,194.43,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-14,"NW",386,43087,1739,0.9,0.45,4.04,194.43,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-15,"NW",133,43087,1872,0.31,0.45,4.34,192.43,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-16,"NW",0,43087,1872,0,0.35,4.34,150.86,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-17,"NW",0,43087,1872,0,0.22,4.34,95.57,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-18,"NW",30,43087,1902,0.07,0.12,4.41,52.29,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-19,"NW",66,43087,1968,0.15,0.12,4.57,53.29,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-20,"NW",54,43087,2022,0.13,0.12,4.69,53.29,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-21,"NW",83,43087,2105,0.19,0.12,4.89,53.29,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-22,"NW",140,43087,2245,0.32,0.14,5.21,60.71,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-23,"NW",0,43087,2245,0,0.17,5.21,73.57,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-24,"NW",0,43087,2245,0,0.24,5.21,103.86,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-25,"NW",82,43087,2327,0.19,0.25,5.4,107.86,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-26,"NW",156,43087,2483,0.36,0.24,5.76,104,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-27,"NW",266,43087,2749,0.62,0.24,6.38,104,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-28,"NW",111,43087,2860,0.26,0.24,6.64,104,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-29,"NW",113,43087,2973,0.26,0.22,6.9,96.57,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-30,"NW",0,43087,2973,0,0.18,6.9,75.71,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-31,"NW",0,43087,2973,0,0.1,6.9,45.14,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-02-01,"NW",30,43087,3003,0.07,0.07,6.97,30.71,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-02-02,"NW",10,43087,3013,0.02,0.04,6.99,17.71,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-02-03,"NW",52,43087,3065,0.12,0.04,7.11,17.71,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-02-04,"NW",10,43087,3075,0.02,0.04,7.14,17.71,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-02-05,"NW",22,43087,3097,0.05,0.03,7.19,13.43,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-02-06,"NW",0,43087,3097,0,0.03,7.19,12,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-02-07,"NW",0,43087,3097,0,0.01,7.19,4.71,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-02-08,"NW",0,43087,3097,0,0.01,7.19,3.29,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-02-09,"NW",0,43087,3097,0,0,7.19,0.14,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-02-10,"NW",1,43087,3098,0,0,7.19,0.14,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-02-11,"NW",0,43087,3098,0,0,7.19,0.14,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-02-12,"NW",0,43087,3098,0,0,7.19,0.14,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-02-13,"NW",0,43087,3098,0,0,7.19,0.14,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-02-14,"NW",0,43087,3098,0,0,7.19,0.14,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-02-15,"NW",0,43087,3098,0,0,7.19,0.14,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-02-16,"NW",0,43087,3098,0,0,7.19,0.14,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-02-17,"NW",1,43087,3099,0,0,7.19,0.14,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-02-18,"NW",0,43087,3099,0,0,7.19,0.14,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-02-19,"NW",0,43087,3099,0,0,7.19,0.14,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-02-20,"NW",0,43087,3099,0,0.01,7.19,3,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-02-21,"NW",0,43087,3099,0,0.02,7.19,6.43,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-02-22,"NW",0,43087,3099,0,0.02,7.19,6.57,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-02-23,"NW",20,43087,3119,0.05,0.02,7.24,7.57,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-02-24,"NW",25,43087,3144,0.06,0.02,7.3,7.57,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-02-25,"NW",1,43087,3145,0,0.02,7.3,7.57,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-02-26,"NW",7,43087,3152,0.02,0.02,7.32,7.57,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-02-27,"NW",0,43087,3152,0,0.03,7.32,12.29,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-02-28,"NW",0,43087,3152,0,0.06,7.32,24,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-03-01,"NW",0,43087,3152,0,0.07,7.32,28.57,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-03-02,"NW",53,43087,3205,0.12,0.07,7.44,31.14,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-03-03,"NW",107,43087,3312,0.25,0.07,7.69,31.14,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-03-04,"NW",33,43087,3345,0.08,0.07,7.76,31.14,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-03-05,"NW",25,43087,3370,0.06,0.08,7.82,32.71,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-03-06,"NW",0,43087,3370,0,0.07,7.82,28.29,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-03-07,"NW",0,43087,3370,0,0.04,7.82,16.14,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-03-08,"NW",11,43087,3381,0.03,0.07,7.85,29.14,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-03-09,"NW",22,43087,3403,0.05,0.12,7.9,51.43,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-03-10,"NW",22,43087,3425,0.05,0.12,7.95,51.43,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-03-11,"NW",124,43087,3549,0.29,0.12,8.24,51.43,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-03-12,"NW",181,43087,3730,0.42,0.12,8.66,51.29,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-03-13,"NW",0,43087,3730,0,0.16,8.66,68.57,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-03-14,"NW",0,43087,3730,0,0.19,8.66,80.57,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-03-15,"NW",10,43087,3740,0.02,0.17,8.68,72.43,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-03-16,"NW",143,43087,3883,0.33,0.11,9.01,46.57,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-03-17,"NW",106,43087,3989,0.25,0.11,9.26,46.57,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-03-18,"NW",67,43087,4056,0.16,0.11,9.41,46.57,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-03-19,"NW",0,43087,4056,0,0.11,9.41,45.14,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-03-20,"NW",0,43087,4056,0,0.08,9.41,35.29,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-03-21,"NW",0,43087,4056,0,0.15,9.41,62.71,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-03-22,"NW",0,43087,4056,0,0.16,9.41,70.71,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-03-23,"NW",74,43087,4130,0.17,0.22,9.59,96.57,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-03-24,"NW",298,43087,4428,0.69,0.22,10.28,96.57,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-03-25,"NW",123,43087,4551,0.29,0.22,10.56,96.57,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-03-26,"NW",181,43087,4732,0.42,0.23,10.98,99.43,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-03-27,"NW",0,43087,4732,0,0.21,10.98,92,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-03-28,"NW",0,43087,4732,0,0.24,10.98,101.29,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-03-29,"NW",20,43087,4752,0.05,0.26,11.03,110.57,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-03-30,"NW",22,43087,4774,0.05,0.2,11.08,84.71,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-03-31,"NW",363,43087,5137,0.84,0.2,11.92,84.71,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-04-01,"NW",188,43087,5325,0.44,0.2,12.36,84.71,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-04-02,"NW",0,43087,5325,0,0.19,12.36,81.86,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-04-03,"NW",0,43087,5325,0,0.18,12.36,78.71,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-04-04,"NW",0,43087,5325,0,0.07,12.36,29.71,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-04-05,"NW",0,43087,5325,0,0.04,12.36,17.14,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-04-06,"NW",0,43087,5325,0,0.12,12.36,52.14,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-04-07,"NW",20,43087,5345,0.05,0.15,12.41,63.71,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-04-08,"NW",100,43087,5445,0.23,0.15,12.64,63.71,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-04-09,"NW",245,43087,5690,0.57,0.21,13.21,90.43,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-04-10,"NW",81,43087,5771,0.19,0.26,13.39,111.14,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-04-11,"NW",0,43087,5771,0,0.33,13.39,142.43,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-04-12,"NW",187,43087,5958,0.43,0.4,13.83,171,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-04-13,"NW",145,43087,6103,0.34,0.38,14.16,162.57,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-04-14,"NW",239,43087,6342,0.55,0.38,14.72,165.14,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-04-15,"NW",300,43087,6642,0.7,0.38,15.42,165.14,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-04-16,"NW",186,43087,6828,0.43,0.33,15.85,143.86,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-04-17,"NW",99,43087,6927,0.23,0.31,16.08,132.29,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-04-18,"NW",0,43087,6927,0,0.33,16.08,141.57,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-04-19,"NW",38,43087,6965,0.09,0.29,16.16,125,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-04-20,"NW",64,43087,7029,0.15,0.28,16.31,121.57,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-04-21,"NW",304,43087,7333,0.71,0.25,17.02,107.43,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-04-22,"NW",184,43087,7517,0.43,0.25,17.45,107.43,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-04-23,"NW",162,43087,7679,0.38,0.24,17.82,103.43,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-04-24,"NW",0,43087,7679,0,0.25,17.82,107,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-04-25,"NW",0,43087,7679,0,0.23,17.82,97.71,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-04-26,"NW",10,43087,7689,0.02,0.23,17.85,98,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-04-27,"NW",89,43087,7778,0.21,0.34,18.05,145,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-04-28,"NW",239,43087,8017,0.55,0.4,18.61,174.14,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-04-29,"NW",186,43087,8203,0.43,0.4,19.04,174.14,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-04-30,"NW",491,43087,8694,1.14,0.52,20.18,224.14,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-05-01,"NW",204,43087,8898,0.47,0.57,20.65,247.57,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-05-02,"NW",0,43087,8898,0,0.57,20.65,247.57,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-05-03,"NW",360,43087,9258,0.84,0.58,21.49,250.57,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-05-04,"NW",253,43087,9511,0.59,0.57,22.07,244.14,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-05-05,"NW",239,43087,9750,0.55,0.51,22.63,218,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-05-06,"NW",207,43087,9957,0.48,0.51,23.11,218,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-05-07,"NW",446,43087,10403,1.04,0.46,24.14,196.14,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-05-08,"NW",21,43087,10424,0.05,0.49,24.19,210.86,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-05-09,"NW",0,43087,10424,0,0.54,24.19,231,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-05-10,"NW",207,43087,10631,0.48,0.54,24.67,232,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-05-11,"NW",356,43087,10987,0.83,0.47,25.5,204.29,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-05-12,"NW",380,43087,11367,0.88,0.47,26.38,201.71,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-05-13,"NW",214,43087,11581,0.5,0.47,26.88,201.71,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-05-14,"NW",252,43087,11833,0.58,0.47,27.46,202.14,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-05-15,"NW",3,43087,11836,0.01,0.43,27.47,183,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-05-16,"NW",0,43087,11836,0,0.37,27.47,159.86,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-05-17,"NW",210,43087,12046,0.49,NA,27.96,NA,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-05-18,"NW",222,43087,12268,0.52,NA,28.47,NA,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-05-19,"NW",218,43087,12486,0.51,NA,28.98,NA,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2020-12-22,"SH",0,82348,0,0,NA,0,NA,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2020-12-23,"SH",0,82348,0,0,NA,0,NA,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2020-12-24,"SH",0,82348,0,0,NA,0,NA,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2020-12-25,"SH",0,82348,0,0,0,0,0.14,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2020-12-26,"SH",0,82348,0,0,0.02,0,16,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2020-12-27,"SH",0,82348,0,0,0.02,0,16,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2020-12-28,"SH",1,82348,1,0,0.02,0,16,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2020-12-29,"SH",111,82348,112,0.13,0.02,0.14,16,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2020-12-30,"SH",0,82348,112,0,0.02,0.14,16,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2020-12-31,"SH",0,82348,112,0,0.02,0.14,16,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-01,"SH",0,82348,112,0,0.02,0.14,15.86,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-02,"SH",0,82348,112,0,0.04,0.14,28.86,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-03,"SH",0,82348,112,0,0.05,0.14,42.29,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-04,"SH",0,82348,112,0,0.14,0.14,113.43,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-05,"SH",202,82348,314,0.25,0.23,0.38,187.29,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-06,"SH",94,82348,408,0.11,0.23,0.5,187.29,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-07,"SH",498,82348,906,0.6,0.23,1.1,187.29,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-08,"SH",517,82348,1423,0.63,0.26,1.73,211,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-09,"SH",0,82348,1423,0,0.26,1.73,212.57,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-10,"SH",0,82348,1423,0,0.29,1.73,236.86,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-11,"SH",166,82348,1589,0.2,0.24,1.93,193.57,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-12,"SH",213,82348,1802,0.26,0.18,2.19,148.57,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-13,"SH",264,82348,2066,0.32,0.18,2.51,148.57,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-14,"SH",195,82348,2261,0.24,0.18,2.75,148.57,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-15,"SH",202,82348,2463,0.25,0.19,2.99,155.86,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-16,"SH",0,82348,2463,0,0.2,2.99,161.86,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-17,"SH",0,82348,2463,0,0.19,2.99,160,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-18,"SH",217,82348,2680,0.26,0.22,3.25,180.29,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-19,"SH",255,82348,2935,0.31,0.25,3.56,204.57,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-20,"SH",251,82348,3186,0.3,0.25,3.87,204.57,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-21,"SH",337,82348,3523,0.41,0.25,4.28,204.57,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-22,"SH",372,82348,3895,0.45,0.27,4.73,223,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-23,"SH",0,82348,3895,0,0.28,4.73,228.43,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-24,"SH",0,82348,3895,0,0.29,4.73,239.86,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-25,"SH",346,82348,4241,0.42,0.28,5.15,232.43,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-26,"SH",293,82348,4534,0.36,0.27,5.51,221.86,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-27,"SH",331,82348,4865,0.4,0.27,5.91,221.86,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-28,"SH",285,82348,5150,0.35,0.27,6.25,221.86,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-29,"SH",298,82348,5448,0.36,0.24,6.62,201,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-30,"SH",0,82348,5448,0,0.23,6.62,187.43,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-31,"SH",0,82348,5448,0,0.19,6.62,153.71,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-02-01,"SH",200,82348,5648,0.24,0.16,6.86,132,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-02-02,"SH",198,82348,5846,0.24,0.12,7.1,102.86,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-02-03,"SH",95,82348,5941,0.12,0.12,7.21,102.86,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
